PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
18720,P02042,3E-38,1.2E-30,408.3,100%,1,0.0000039,2010.08,18.02
339878,P60709,3.1E-38,1.3E-30,508.3,24%,1,0.000004,11922.07,18.02
4933804,P68871,8.8E-13,0.000013,2.991,8%,4,0.000004,15999.2,16009.22
1224658,P68871,8.8E-13,0.000013,0.5741,8%,4,0.000004,15993.21,16003.22
4933923,P68871,9E-13,0.000014,0.2996,5%,4,0.0000041,16364.14,16374.35
18036,P25815,9.1E-13,0.000014,427.5,9%,1,0.0000041,10435.23,10441.94
70266,P68871,9.4E-13,0.000014,17.04,6%,4,0.0000042,16068.26,16078.39
303766,P09429,4.5E-38,1.9E-30,507,32%,1,0.0000044,7411.67,18.02
165762,P08670,4.7E-38,1.9E-30,329.7,52%,1,0.0000044,3476.65,18.02
17572,P68431,5.5E-38,2.3E-30,0.000043,64%,4,0.0000046,2714.57,2716.25
165200,P07737,5.7E-38,2.4E-30,671.7,23%,1,0.0000046,8517.38,18.02
3481749,P68871,1.1E-12,0.000017,0.5115,6%,4,0.0000048,11932.97,11940.43
310444,P52566,7.6E-38,3.1E-30,112.9,21%,1,0.000005,10781.46,18.02
24310,P0CG47,7.8E-38,3.2E-30,0.9691,26%,4,0.000005,8289.47,18.02
5790091,P11021,8.2E-38,3.4E-30,733.8,48%,1,0.0000051,3684.82,18.02
225144,P16401,9.1E-38,3.7E-30,504.1,43%,1,0.0000052,4782.66,4785.52
68951,P68871,9.3E-38,3.8E-30,342.5,33%,1,0.0000052,8500.41,18.02
184183,P60709,1E-37,4.1E-30,92.05,26%,1,0.0000053,11312.5,18.02
640480,P84243,1.3E-12,0.00002,0.1227,9%,4,0.0000054,15299.59,15308.94
35901,P68104-1,1.2E-37,4.9E-30,410.9,67%,1,0.0000056,2779.68,18.02
5791458,P06733-1,1.2E-37,5E-30,689.1,42%,1,0.0000056,4030.21,18.02
5791454,P02545-1,1.3E-37,5.2E-30,345.7,56%,1,0.0000056,2679.3,18.02
224598,P68871,1.3E-37,5.3E-30,370,62%,1,0.0000056,3485.89,18.02
73398,P60709,1.3E-37,5.3E-30,915,46%,1,0.0000056,4314.12,18.02
7951,P62807,1.4E-12,0.000021,36.88,9%,4,0.0000057,13808.53,13816.99
5791449,P16402,1.4E-37,5.6E-30,64.69,52%,1,0.0000057,2514.62,2516.16
165201,P07737,1.6E-37,6.4E-30,421.2,41%,1,0.0000059,6344.22,18.02
525185,P68871,1.5E-12,0.000023,0.3771,9%,4,0.0000059,16040.27,16050.35
186207,P60709,1.7E-37,6.8E-30,257.5,37%,1,0.000006,6887.35,18.02
5791456,P60709,1.8E-37,7.5E-30,416.2,36%,1,0.0000061,5088.39,18.02
5791444,P69905,2.3E-37,9.3E-30,438.9,85%,1,0.0000064,2119.15,18.02
258989,P68871,1.7E-12,0.000026,0.2485,7%,4,0.0000065,11949.06,11956.59
4934172,P68871,1.7E-12,0.000026,9.827,10%,4,0.0000065,16028.19,16038.22
476024,P50914,2.3E-37,9.6E-30,250.9,42%,1,0.0000065,3109.78,18.02
5792704,P60709,2.8E-37,1.1E-29,89.04,35%,1,0.0000068,5434.56,18.02
5791448,P62979,2.9E-37,1.2E-29,586.7,61%,1,0.0000068,2950.89,18.02
435156,P60709,3.2E-37,1.3E-29,327.7,42%,1,0.000007,5053.44,18.02
5794952,P10412,3.4E-37,1.4E-29,115.7,78%,1,0.0000071,1989.29,1990.51
69025,P60709,3.6E-37,1.5E-29,621,32%,1,0.0000072,8671.46,18.02
352504,Q99879,3.9E-37,1.6E-29,241.5,56%,1,0.0000073,3046.8,3048.59
3909,Q8IUE6,2E-12,0.000031,241.5,7%,1,0.0000075,13897.81,13906.15
525262,P69905,2.1E-12,0.000031,1.244,6%,4,0.0000075,15238.86,15248.38
5431261,P00325-1,4.5E-37,1.9E-29,397.5,40%,1,0.0000076,6841.71,18.02
240024,P69905,2.2E-12,0.000033,19.24,7%,4,0.0000078,15280.87,15290.42
184187,P60709,5.2E-37,2.2E-29,446.4,33%,1,0.0000078,7387.66,18.02
426107,P68431,5.2E-37,2.1E-29,0.008765,68%,4,0.0000079,2538.48,2539.97
5791563,P11142-1,5.1E-37,2.1E-29,651.5,48%,1,0.0000079,2916.51,18.02
5350198,P60709,5.2E-37,2.1E-29,9.376,21%,4,0.0000079,11553.67,18.02
310220,P68871,5.3E-37,2.2E-29,354.2,41%,1,0.0000079,6672.44,18.02
73115,P63261,5.4E-37,2.2E-29,421.4,20%,1,0.0000079,11311.55,18.02
213220,P05204,5.8E-37,2.4E-29,287.4,26%,1,0.000008,7103.02,18.02
258958,P68871,1.8E-16,7.3E-09,2.741,12%,4,0.000008,16011.28,18.02
7701,P68431,2.3E-12,0.000035,0.7084,10%,4,0.0000081,15305.49,15314.97
224561,P04406-1,7.2E-37,3E-29,401.9,50%,1,0.0000085,5090.63,18.02
365887,O00479,8.1E-37,3.4E-29,424.8,55%,1,0.0000087,2605.49,18.02
1015,P61769,2.6E-12,0.00004,115.7,12%,1,0.0000089,11723.79,11731.17
272089,P68871,2.7E-12,0.000041,2.994,8%,4,0.0000092,16529.13,16539.4
73280,P60709,1E-36,4.2E-29,529.1,51%,1,0.0000092,5132.51,18.02
4661746,P16402,1E-36,4.3E-29,185.5,42%,1,0.0000093,5115.22,5118.32
219641,P62805,2.8E-12,0.000043,1.76,10%,4,0.0000094,11327.38,11334.26
421692,P60709,1.1E-36,4.5E-29,368.6,45%,1,0.0000094,4595.25,18.02
524836,P68871,2.9E-12,0.000044,0.2228,4%,4,0.0000097,16168.15,16178.2
352900,O60814,1.3E-36,5.3E-29,0.5115,65%,4,0.0000097,3571.09,3573.21
5790092,P83881,1.4E-36,6E-29,447.8,53%,1,0.00001,3902.1,18.02
5790093,P42765,1.5E-36,6.2E-29,324,37%,1,0.00001,5152.8,18.02
432670,P10412,1.8E-36,7.3E-29,221.1,48%,1,0.000011,4859.83,4862.74
3481835,P68871,3.4E-12,0.000052,0.2338,9%,4,0.000011,16191.19,16201.35
5790094,P68104-1,2E-36,8.4E-29,322.9,83%,1,0.000011,2411.43,18.02
5790095,Q13838-1,2.1E-36,8.6E-29,1488,45%,1,0.000011,3098.42,18.02
3944099,P30043,2.1E-36,8.5E-29,418.1,34%,1,0.000011,7011.74,18.02
441810,P68871,3.5E-12,0.000053,2.97,8%,4,0.000011,16031.26,16041.39
258992,P68871,3.6E-12,0.000054,0.5116,8%,4,0.000011,11823.03,11830.47
441823,P68871,3.7E-12,0.000057,3.683,10%,4,0.000012,15993.21,18.02
7178,P05114,3.8E-12,0.000057,1.761,9%,4,0.000012,10601.52,10607.69
627008,P68871,2.7E-36,1.1E-28,6.932,20%,4,0.000012,15871.16,18.02
18963,P20292,4E-12,0.00006,419.8,4%,1,0.000012,18145.42,18157.11
340275,P16401,3.1E-36,1.3E-28,0.1931,54%,4,0.000012,4258.74,4261.35
5791453,P60709,3.2E-36,1.3E-28,562.7,55%,1,0.000012,3830.79,18.02
4901599,P00441,4.2E-12,0.000064,3.01,8%,4,0.000013,15866.85,15876.58
5792729,O60814,3.7E-36,1.5E-28,319,56%,1,0.000013,3867.28,3869.58
1212209,P69905,3.7E-36,1.5E-28,366.6,54%,1,0.000013,2481.32,18.02
219365,P62805,4.3E-12,0.000066,11.67,9%,4,0.000013,11327.38,11334.26
295568,P17096-1,4.4E-12,0.000067,0.7918,10%,4,0.000013,11852.1,11858.96
524869,P68871,4.5E-12,0.000069,1.761,4%,4,0.000013,16152.28,16162.47
5790096,P62736,4.5E-36,1.8E-28,317,47%,1,0.000013,5252.66,18.02
5790097,P60709,4.5E-36,1.9E-28,867.2,37%,1,0.000013,4089.92,18.02
339879,P60709,4.6E-36,1.9E-28,560.6,17%,1,0.000013,9495.76,18.02
35893,P62241,4.8E-36,2E-28,329.9,56%,1,0.000013,3279.86,18.02
5710126,P10412,5.8E-36,2.4E-28,0,55%,4,0.000014,3505.26,3507.4
5791564,P62736,5.9E-36,2.4E-28,0,53%,4,0.000014,3530.66,18.02
240196,P43243-1,5.9E-36,2.4E-28,582.3,27%,1,0.000014,6248.09,18.02
341613,P16401,6.9E-36,2.9E-28,0.6695,56%,4,0.000015,3540.29,3542.45
4943475,P69905,8.1E-36,3.4E-28,17.07,21%,4,0.000015,15097.78,18.02
225801,P78371-1,9E-36,3.7E-28,291.1,32%,1,0.000016,5983.21,18.02
184206,P68371,9.5E-36,3.9E-28,178.2,28%,1,0.000016,7356.61,18.02
73394,P60709,1E-35,4.1E-28,974.5,41%,1,0.000016,5751.01,18.02
311144,P25787,1.2E-35,4.8E-28,444.3,32%,1,0.000017,7087.8,18.02
339929,P10412,1.2E-35,4.9E-28,24.14,62%,4,0.000017,3063.95,3065.83
1075,P04080,6.4E-12,0.000097,431,7%,1,0.000017,11174.6,11181.63
597874,P68871,6.6E-12,0.0001,0.7898,8%,4,0.000017,15989.15,15999.12
5790098,P07437,1.5E-35,6E-28,532.3,31%,1,0.000018,7135.46,18.02
165418,P08311,1.5E-35,6.3E-28,400.4,45%,1,0.000018,3730.89,18.02
5792708,P63261,1.5E-35,6.3E-28,449.2,27%,1,0.000018,6289.01,18.02
4894670,P69905,6.8E-12,0.0001,0.9691,9%,4,0.000018,15143.76,15153.29
5791565,P60709,1.9E-35,7.7E-28,466.3,33%,1,0.000019,4797.29,18.02
5791465,P68871,1.9E-35,7.7E-28,631.8,27%,1,0.000019,6729.5,18.02
197409,P16402,2E-35,8.3E-28,0.6695,53%,4,0.000019,3791.42,3793.74
13215,P62805,7.6E-12,0.00011,1.759,10%,4,0.000019,11355.37,11362.27
18725,P55008-1,8.1E-12,0.00012,100.4,6%,1,0.00002,16603.58,16614.16
73123,Q15942-1,2.6E-35,1.1E-27,424.9,30%,1,0.00002,6739.49,18.02
68988,P69905,2.6E-35,1.1E-27,464.3,34%,1,0.00002,6831.74,18.02
3085648,Q02878,2.8E-35,1.1E-27,410.2,38%,1,0.000021,5189.97,18.02
1816545,P68871,2.9E-35,1.2E-27,30.12,29%,4,0.000021,9988.23,18.02
524872,P68871,8.6E-12,0.00013,0.11,6%,4,0.000021,16242.21,16252.35
250486,P68871,5.8E-26,2.4E-18,38.06,14%,4,0.000022,15969.27,18.02
226037,P10412,3.5E-35,1.4E-27,639.3,50%,1,0.000022,4505.54,4508.25
300575,P52566,4E-35,1.7E-27,255.9,24%,1,0.000023,10894.54,18.02
4934200,P68871,9.4E-12,0.00014,0.4576,7%,4,0.000023,16309.11,16319.27
291396,P60709,4.2E-35,1.7E-27,354.7,23%,1,0.000023,8038,18.02
226715,P14174,4.3E-35,1.8E-27,844.7,37%,1,0.000023,4197.19,18.02
5792757,P10412,4.9E-35,2E-27,111.1,67%,1,0.000024,2242.44,2243.81
22238,Q8IUE6,1E-11,0.00015,174.2,10%,1,0.000024,13991.8,14000.16
303737,P06702,5E-35,2.1E-27,233.1,30%,1,0.000024,10366.13,18.02
5583640,P16402,5.7E-35,2.4E-27,130.9,63%,1,0.000025,3208,3209.96
420661,P46777,5.9E-35,2.4E-27,314.3,49%,1,0.000025,4268.4,18.02
5791566,Q5QNW6,6.5E-35,2.7E-27,389.9,48%,1,0.000025,3047.82,3049.62
730401,Q02878,7.1E-35,3E-27,340.4,25%,1,0.000026,6191.54,18.02
5791511,P60709,7.5E-35,3.1E-27,542.3,26%,1,0.000026,5256.48,18.02
224607,P68871,8.1E-35,3.4E-27,303.9,20%,1,0.000027,15875.21,18.02
5791415,P62736,9.3E-35,3.9E-27,256.5,26%,1,0.000028,7886.8,18.02
427772,P62805,9.4E-35,3.9E-27,22.29,56%,4,0.000028,2813.63,2815.28
435099,P09429,1E-34,4.2E-27,443.2,25%,1,0.000028,10307.22,18.02
186323,P08133-1,1.1E-34,4.4E-27,344.1,36%,1,0.000028,6336.14,18.02
4971780,P00441,1.3E-11,0.0002,151.3,9%,1,0.000029,15822.82,15832.52
1427,P16104,1.3E-11,0.0002,344.4,6%,1,0.000029,15046.38,15055.42
255236,P17096-1,1.3E-11,0.0002,2.943,9%,4,0.000029,11848.04,11854.86
441819,P68871,1.2E-34,4.8E-27,555.9,29%,1,0.000029,10045.29,18.02
72709,P02545-1,1.3E-34,5.4E-27,510.8,24%,1,0.00003,5118.43,18.02
5790099,P47914,1.6E-34,6.4E-27,250.6,57%,1,0.000031,3786.02,18.02
5792706,P60709,1.7E-34,6.8E-27,357.1,35%,1,0.000032,4568.2,18.02
5350353,P60709,1.7E-34,7E-27,3.01,22%,4,0.000032,11328.49,18.02
304032,P69905,1.7E-34,7.1E-27,454.2,45%,1,0.000032,4310.27,18.02
225732,Q06830,1.8E-34,7.3E-27,32.24,43%,4,0.000032,4080.04,18.02
346149,P68871,1.6E-11,0.00024,5.391,9%,4,0.000033,16092.24,16102.32
525196,P68871,1.6E-11,0.00024,5.556,9%,4,0.000033,16111.23,16121.37
4934327,P68871,1.6E-11,0.00024,2.076,8%,4,0.000033,16031.16,16041.16
4902238,P68871,1.6E-11,0.00025,1.761,6%,4,0.000034,16150.17,16160.24
4675259,P69905,1.9E-11,0.00028,0.5799,6%,4,0.000037,15559.81,15569.51
272259,P69905,1.9E-11,0.00028,133.4,6%,1,0.000037,15550.75,15560.34
272189,P68871,1.9E-11,0.00029,2.816,6%,4,0.000038,16402.1,16412.29
346501,P69905,1.9E-11,0.00029,67.95,4%,1,0.000038,15807.69,15817.41
4934027,P68871,2E-11,0.00031,5.541,9%,4,0.000039,16028.19,16038.22
4934166,P68871,2.1E-11,0.00033,0.185,6%,4,0.000041,16328.08,16338.16
5467,Q8WVX3-1,2.4E-11,0.00036,522.2,9%,1,0.000045,7640.87,7645.69
67854,O76070,2.4E-11,0.00037,249.1,6%,1,0.000045,13364.78,13372.84
5041901,P61626,2.7E-11,0.0004,25.4,5%,4,0.000048,14689.14,14698.65
4657176,P68871,2.7E-11,0.0004,0.1472,6%,4,0.000048,16102.16,16112.2
824061,P68871,2.8E-11,0.00043,29.79,7%,4,0.00005,11827.12,11834.61
170698,P68871,3E-11,0.00045,39.16,8%,4,0.000052,16177.11,16187.14
4933473,P68871,3.1E-11,0.00047,90.26,8%,1,0.000054,16104.11,16114.1
69082,P59666,3.2E-11,0.00048,158.8,24%,1,0.000054,3531.56,3534.14
272287,P69905,3.8E-11,0.00058,9.324,6%,4,0.000062,15437.83,15447.49
525278,P69905,3.9E-11,0.00059,2.9,6%,4,0.000063,15238.86,15248.38
272102,P68871,4.3E-11,0.00065,1.761,5%,4,0.000068,16473.1,16483.33
5590,P63027,3.3E-10,0.005,294.7,6%,1,0.000081,12565.66,12573.58
7773,P62805,3.1E-10,0.0047,1.239,8%,4,0.000081,11397.38,11404.31
390022,Q93077,3E-10,0.0046,3.277,9%,4,0.000081,14063.94,14072.39
70207,P69905,2.8E-10,0.0043,0.7918,7%,4,0.000081,15276.82,15286.32
346013,P68871,2.6E-10,0.0039,64.43,6%,1,0.000081,16086.29,18.02
1816536,P68871,2.6E-10,0.0039,2.698,8%,4,0.000081,16082.24,16092.37
70259,P68871,2.6E-10,0.0039,25.62,6%,4,0.000081,16097.15,16107.16
272081,P68871,2.3E-10,0.0036,0.1473,4%,4,0.000081,16420.17,16430.42
5688685,P69905,2.3E-10,0.0035,10.17,6%,4,0.000081,15441.89,15451.59
45882,P17096-1,2.2E-10,0.0033,0.569,10%,4,0.000081,11768.08,11774.88
8440,P62805,2E-10,0.003,14.01,8%,4,0.000081,11355.37,11362.27
1375,P30086,1.6E-10,0.0024,170.7,6%,1,0.000081,20912.63,20925.59
416683,Q71DI3,1.5E-10,0.0023,0.9691,7%,4,0.000081,15261.48,15270.86
3481768,P68871,1.4E-10,0.0021,0.3532,8%,4,0.000081,15979.23,15989.24
2360,Q9C005,1.4E-10,0.0021,3.01,4%,4,0.000081,11284.81,11291.76
70294,P02042,1.3E-10,0.002,20.04,7%,4,0.000081,15956.26,18.02
305454,P62805,1.3E-10,0.002,0.3779,8%,4,0.000081,11397.42,11404.35
824036,P68871,1.3E-10,0.002,1.763,6%,4,0.000081,11903.98,11911.43
5026620,P59666,1.1E-10,0.0017,54.21,21%,1,0.000081,3487.53,3490.08
5824424,P68871,1.1E-10,0.0017,13.74,8%,4,0.000081,16040.22,16050.33
18979,P59665,1E-10,0.0015,383.8,11%,1,0.000081,6302.02,6306.36
272158,P68871,8.3E-11,0.0013,3.011,5%,4,0.000081,16514.15,16524.43
12332,Q6FI13,8.3E-11,0.0013,265.5,7%,1,0.000081,14077.83,14086.32
5518601,P68871,8.1E-11,0.0012,1.025,8%,4,0.000081,16143.21,16153.3
4934203,P68871,8.1E-11,0.0012,1.014,8%,4,0.000081,16115.18,16125.24
514664,P68871,7.7E-11,0.0012,12.45,8%,4,0.000081,16133.25,16143.37
4933897,P68871,6.7E-11,0.001,14.87,8%,4,0.000081,16150.17,16160.24
4933880,P68871,6.7E-11,0.001,1.732,8%,4,0.000081,16108.16,16118.2
219978,P84243,6.5E-11,0.00098,0.003289,7%,4,0.000081,15313.49,15322.84
20369,P04908,6.1E-11,0.00093,71.06,9%,1,0.000081,14093.95,14102.41
70248,P68871,0.000000003,0.046,22.45,6%,4,0.00015,15909.18,15919.14
1223812,P68871,2.9E-09,0.044,1.189,7%,4,0.00015,16018.14,18.02
4933881,P68871,2.8E-09,0.042,139.3,6%,1,0.00015,16230.14,16240.22
1731,P05114,2.7E-09,0.042,3.01,6%,4,0.00015,10601.52,10607.69
272222,P68871,2.7E-09,0.041,0.07305,6%,4,0.00015,16290.13,16300.22
4657169,P68871,2.6E-09,0.04,0.5119,7%,4,0.00015,11824.01,11831.45
4902199,P69905,2.6E-09,0.04,3.01,3%,4,0.00015,15588.7,15598.28
5824251,P68871,2.2E-09,0.034,1.231,6%,4,0.00015,16073.17,16083.2
4986828,P17096-1,2.2E-09,0.033,0.4384,9%,4,0.00015,11834.03,11840.84
8441,P62805,0.000000002,0.03,2.959,9%,4,0.00015,11313.36,11320.23
4980705,P0DP23,1.9E-09,0.028,0.4576,3%,4,0.00015,16797.8,16808.43
1817730,P68871,1.8E-09,0.027,3.007,5%,4,0.00015,16171.31,16181.54
5041957,P61626,1.7E-09,0.025,2.509,7%,4,0.00015,14689.14,14698.65
4969814,P02042,1.6E-09,0.025,107.9,8%,1,0.00015,15933.29,15943.33
390000,P62805,1.6E-09,0.025,1.759,7%,4,0.00015,11355.41,11362.31
4933990,P68871,1.5E-09,0.023,10.29,7%,4,0.00015,16431.09,16441.29
441690,P68871,1.4E-09,0.021,0.58,6%,4,0.00015,15966.21,15976.2
5519524,P68871,1.4E-09,0.021,2.614,7%,4,0.00015,16108.16,16118.2
5012766,P59665,1.3E-09,0.019,101.2,21%,1,0.00015,3414.52,3417.03
1223795,P68871,1.1E-09,0.017,0.6717,7%,4,0.00015,16064.21,16074.26
4902252,P68871,1.1E-09,0.017,0.4576,6%,4,0.00015,16108.16,16118.2
4934123,P68871,9.3E-10,0.014,0.2075,8%,4,0.00015,16079.17,16089.2
4920910,P68871,8.7E-10,0.013,0.8082,9%,4,0.00015,12012.93,12020.41
15965,P06702,8.4E-10,0.013,128.5,9%,1,0.00015,13238.46,13246.85
3197,Q6FI13,8.3E-10,0.013,136.7,9%,1,0.00015,14039.87,14048.38
4934109,P68871,8E-10,0.012,13.77,6%,4,0.00015,16373.15,16383.31
5768270,P68871,6.6E-10,0.01,2.35,10%,4,0.00015,11827.08,11834.57
1170,P05114,6.3E-10,0.0096,24.83,8%,4,0.00015,10601.52,10607.69
4933110,P68871,6E-10,0.0091,0.2297,7%,4,0.00015,16022.2,16032.22
378999,P68871,5.9E-10,0.009,0.622,3%,4,0.00015,16130.19,16140.26
404361,P62805,5.8E-10,0.0089,1.656,7%,4,0.00015,11383.4,11390.33
272315,P69905,5.8E-10,0.0088,48.79,6%,1,0.00015,15921.68,15931.47
305452,P62805,5.3E-10,0.008,18.24,7%,4,0.00015,11397.42,11404.35
272219,P68871,5.1E-10,0.0078,0.708,6%,4,0.00015,16293.28,16303.56
171312,Q9BTM1,5E-10,0.0076,70.36,6%,1,0.00015,13935.91,13944.29
272099,P68871,4.7E-10,0.0072,1.149,8%,4,0.00015,16063.25,18.02
389981,P62805,4.3E-10,0.0066,16.55,8%,4,0.00015,11355.41,11362.31
259038,P68871,4.6E-09,0.07,11.21,6%,4,0.00023,15928.25,15938.26
245691,Q16777,4.3E-09,0.066,178.9,9%,1,0.00023,13984.79,13993.23
5519514,P68871,4.3E-09,0.066,0.1968,5%,4,0.00023,16313.07,16323.14
22055,P62805,3.8E-09,0.058,1.734,7%,4,0.00023,11327.38,11334.26
305567,P62805,3.7E-09,0.056,31.68,8%,4,0.00023,11355.41,11362.31
4934014,P68871,3.4E-09,0.051,2.412,7%,4,0.00023,16146.12,16156.14
5026622,P59666,3.3E-09,0.051,90.25,17%,1,0.00023,3487.53,3490.08
4933240,P68871,5.3E-09,0.081,1.19,6%,4,0.0003,16049.23,16059.29
441730,P68871,5.3E-09,0.08,0.5118,6%,4,0.0003,11931.98,11939.45
4970956,P31949,4.7E-09,0.072,1.761,7%,4,0.0003,11681.75,11689.23
4743,P62805,0.000000012,0.19,1.249,8%,4,0.00037,11369.42,11376.33
389977,P62805,0.000000012,0.18,0.2803,6%,4,0.00037,11397.42,11404.35
3481773,P68871,0.000000011,0.17,0.1773,5%,4,0.00037,16149.18,16159.31
259024,P68871,0.00000001,0.16,0.5117,5%,4,0.00037,12058.01,12065.57
5006926,P68871,0.000000009,0.14,1.73,6%,4,0.00037,16079.17,16089.2
4902189,P68871,8.9E-09,0.14,0.7922,3%,4,0.00037,16472.14,16482.39
13065,P62805,8.8E-09,0.13,0.7883,6%,4,0.00037,11369.39,11376.3
524761,P68871,8.3E-09,0.13,42.68,5%,1,0.00037,16302.25,16312.5
389958,P62805,7.6E-09,0.11,3,7%,4,0.00037,11369.39,11376.3
170719,P68871,7.1E-09,0.11,1.761,2%,4,0.00037,15928.25,15938.26
415641,P68431,6.6E-09,0.1,0.3767,5%,4,0.00037,15361.52,15371.05
525002,P68871,6.6E-09,0.1,2.843,6%,4,0.00037,16078.22,16088.29
4933702,P68871,5.9E-09,0.09,8.259,8%,4,0.00037,16037.16,18.02
442336,P68871,4.3E-16,0.000000018,77.25,11%,1,0.00044,16087.29,18.02
435995,P68871,0.000000015,0.23,0.1186,6%,4,0.00044,16168.15,16178.2
4661464,P69905,0.000000015,0.22,3.01,3%,4,0.00044,15849.7,15859.45
346498,P69905,0.000000015,0.22,61.91,3%,1,0.00044,15837.66,15847.39
4906615,A0A2R8Y619,0.000000014,0.22,1.25,7%,4,0.00044,13769.02,13777.63
389967,P62805,0.000000023,0.36,1.761,7%,4,0.0005,11439.43,11446.39
346179,P68871,0.000000023,0.35,105.2,5%,1,0.0005,16384.07,16394.18
346454,P69905,0.000000023,0.34,22.04,5%,4,0.0005,15466.72,15476.26
5636,P06703,0.00000002,0.31,1.761,6%,4,0.0005,10126.32,10132.63
1223752,P68871,0.00000002,0.3,0.3525,5%,4,0.0005,15993.21,16003.22
5823431,P68871,0.000000019,0.29,1.228,6%,4,0.0005,11865.07,11872.55
3009947,Q71DI3,0.000000019,0.29,0.7405,7%,4,0.0005,15569.72,15579.33
595480,P68871,0.000000019,0.29,0.5885,5%,4,0.0005,16331.24,16341.5
415597,P62805,0.000000027,0.41,12.11,8%,4,0.00057,11355.41,11362.31
5791567,P16403,3E-34,1.2E-26,0.6695,70%,4,0.00061,2268.52,2269.94
5794918,Q99877,3E-34,1.2E-26,565.3,58%,1,0.00061,4151.38,4153.85
5791470,P07737,2.8E-34,1.2E-26,814.3,48%,1,0.00061,3307.72,18.02
186205,P60709,2.8E-34,1.2E-26,58.51,23%,1,0.00061,13459.68,18.02
224651,P68871,2.2E-34,9.1E-27,78.77,17%,1,0.00061,15871.19,18.02
5711472,P07305,2.1E-34,8.6E-27,133.8,37%,1,0.00061,4178.71,4181.26
352394,Q6DN03,4.1E-49,1.7E-41,560.1,68%,1,0.00061,3019.78,3021.56
346089,P68871,7E-34,2.9E-26,1.245,14%,4,0.00061,15173.83,18.02
165458,P17213,6.8E-34,2.8E-26,338,24%,1,0.00061,10025.57,18.02
212305,P06899,6.4E-34,2.6E-26,151.8,36%,1,0.00061,6336.6,6340.43
5792713,P10412,4.9E-34,2E-26,342.8,59%,1,0.00061,2910.91,2912.69
165276,P23527,3.9E-34,1.6E-26,0.4139,30%,4,0.00061,5295.92,5299.08
165482,P08246,3.7E-34,1.5E-26,339,25%,1,0.00061,7139.78,18.02
225086,P18621-1,8.7E-34,3.6E-26,597.4,35%,1,0.00061,3689.88,18.02
5791568,P68871,8.2E-34,3.4E-26,616.2,28%,1,0.00061,7072.63,18.02
5790100,P10412,1.2E-33,4.8E-26,227.8,69%,1,0.00061,2886.76,2888.5
345252,P08670,1.1E-33,4.6E-26,384.3,36%,1,0.00061,5123.52,18.02
5228039,P59665,1.1E-33,4.5E-26,11.73,52%,4,0.00061,3443.54,18.02
5792758,Q96IU4-1,1.1E-33,4.5E-26,627.9,29%,1,0.00061,4712.49,18.02
441193,P24844-1,1E-33,4.3E-26,270.9,54%,1,0.00061,3403.76,18.02
36796,P05204,9.4E-34,3.9E-26,421,29%,1,0.00061,6667.59,18.02
5791569,P63261,9.2E-34,3.8E-26,24.85,28%,4,0.00061,6958.43,18.02
5792760,P69905,1.4E-33,5.6E-26,737.4,52%,1,0.00061,2842.48,18.02
377211,P40926-1,1.3E-33,5.5E-26,335.8,38%,1,0.00061,5331.99,18.02
346252,P69905,1.3E-33,5.5E-26,170.5,31%,1,0.00061,7961.17,18.02
522500,P69905,1.3E-33,5.3E-26,233.8,37%,1,0.00061,6569.35,18.02
5350326,P60709,1.3E-33,5.2E-26,33.61,27%,4,0.00061,11327.51,18.02
284828,P68871,1.3E-33,5.2E-26,284,49%,1,0.00061,3891.05,18.02
5792759,P16401,1.2E-33,4.8E-26,0.1931,57%,4,0.00061,2773.75,2775.42
5790101,P10412,1.4E-33,5.8E-26,378,64%,1,0.00061,2335.44,2336.85
346017,P68871,2.1E-33,8.9E-26,18.44,13%,4,0.00061,15918.11,18.02
5791452,A6NNZ2,2.1E-33,8.6E-26,466.5,64%,1,0.00061,2748.44,18.02
186195,P61604,1.9E-33,7.8E-26,43.29,33%,1,0.00061,6478.55,18.02
340422,Q16695,1.7E-33,7.2E-26,0.2733,50%,4,0.00061,3262.92,3264.83
5350344,P60709,1.7E-33,6.9E-26,3.01,25%,4,0.00061,11314.47,18.02
352262,P10412,1.6E-33,6.7E-26,313.5,46%,1,0.00061,3748.23,3750.49
68962,P68871,2.5E-33,1E-25,280.9,51%,1,0.00062,5130.66,18.02
224641,P68871,2.4E-33,9.9E-26,298,52%,1,0.00062,3534.91,18.02
5740755,P60174-1,6.1E-33,2.5E-25,456.2,37%,1,0.00062,4988.58,18.02
186410,P30041,5.2E-33,2.2E-25,311.7,39%,1,0.00062,4937.5,18.02
340227,P35579-1,5.1E-33,2.1E-25,644.6,30%,1,0.00062,6374.24,18.02
5792717,P07858,5E-33,2.1E-25,309.8,44%,1,0.00062,4504.09,18.02
16874,P68431,4.2E-33,1.8E-25,0.00005715,54%,4,0.00062,2898.69,2900.49
523192,P62979,3.6E-33,1.5E-25,439.1,50%,1,0.00062,3234.08,18.02
5228036,P59665,3.2E-33,1.3E-25,32.84,48%,4,0.00062,3444.55,18.02
421702,P21333-1,7.8E-33,3.2E-25,570.4,23%,1,0.00062,7634.94,18.02
310230,P68871,6.8E-33,2.8E-25,417.6,32%,1,0.00062,6743.48,18.02
5790102,P14618-1,6.4E-33,2.7E-25,202.2,31%,1,0.00062,6489.2,18.02
