PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
5737406,O60814,9E-26,3.7E-18,359.3,73%,1,0.0011,1869.17,1870.28
452735,Q5QNW6,1.2E-26,4.8E-19,334.3,43%,1,0.0011,3944.32,3946.66
5737395,P63267-1,4.8E-27,2E-19,757,22%,1,0.0011,6278.95,18.02
36172,P0C0S5,8.5E-26,3.5E-18,215,42%,1,0.0011,4140.35,4142.79
5738119,P07148,2.6E-26,1.1E-18,585.9,26%,1,0.0011,6484.41,18.02
5736818,O60814,1.1E-26,4.7E-19,0.2996,27%,4,0.0011,4649.58,4652.38
414914,P68431,8.5E-26,3.5E-18,0.4261,14%,4,0.0011,15332.49,15342.01
5737408,P17661,2.6E-26,1.1E-18,327.5,46%,1,0.0011,2610.33,18.02
429503,P60709,1.1E-26,4.6E-19,655.3,25%,1,0.0011,6893.61,18.02
414460,P68431,8.5E-26,3.5E-18,0.8931,14%,4,0.0011,15304.46,15313.95
473323,Q16777,2.4E-26,1E-18,521.6,18%,1,0.0011,11794.63,11801.85
73182,P68104-1,1E-26,4.3E-19,316.9,35%,1,0.0011,5302.91,18.02
5146628,P08758,8.3E-26,3.4E-18,251.2,18%,1,0.0011,9908.26,18.02
604073,Q9P0L0-1,2.4E-26,9.9E-19,605.8,22%,1,0.0011,6621.6,18.02
165003,P06733-1,7.9E-26,3.3E-18,3.01,30%,4,0.0011,4140.21,18.02
5737445,P62861,2.4E-26,9.9E-19,364.5,41%,1,0.0011,3598.19,18.02
420070,P62805,9.8E-27,4.1E-19,44.94,27%,1,0.0011,7964.61,7969.38
5711418,P17661,7.1E-26,2.9E-18,947.5,27%,1,0.0011,3234.64,18.02
5737516,P58876,2.4E-26,9.7E-19,151.5,44%,1,0.0011,3616.15,3618.29
480326,P68431,9.5E-27,3.9E-19,0.09458,17%,4,0.0011,15304.53,15314.03
227806,P08670,5.7E-26,2.4E-18,277.7,36%,1,0.0011,3662.75,18.02
5740079,Q6FI13,9E-27,3.7E-19,347.4,20%,1,0.0011,10583.94,10590.41
5737446,P05787-1,2.2E-26,9.2E-19,648.3,30%,1,0.0011,3995.02,18.02
5737441,P68104-1,7.6E-27,3.1E-19,222.8,31%,1,0.0011,5295.84,18.02
5757901,P12109,2E-26,8.4E-19,382.2,32%,1,0.0011,4649.45,18.02
5736817,P62841,7.2E-27,3E-19,517.6,33%,1,0.0011,5421.83,18.02
287898,P23527,1.8E-26,7.5E-19,118.7,26%,1,0.0011,10611.64,10618.18
419436,P68431,7E-27,2.9E-19,0.02583,18%,4,0.0011,15318.51,15328.01
5737394,P08670,1.6E-25,6.5E-18,497,46%,1,0.0011,2653.26,18.02
5737402,P63267-1,1.8E-26,7.4E-19,383.6,19%,1,0.0011,9986.82,18.02
5737401,P12109,6.9E-27,2.9E-19,420.7,42%,1,0.0011,3800.03,18.02
5737514,P10412,6.9E-27,2.8E-19,72.9,50%,1,0.0011,2782.81,2784.52
5583689,P10412,6E-27,2.5E-19,1.76,50%,4,0.0011,2782.81,2784.52
16408,P61604,5.8E-27,2.4E-19,458.1,21%,1,0.0011,7763.15,18.02
216723,P20671,5.5E-27,2.3E-19,379.9,21%,1,0.0011,9751.5,9757.4
5738111,P62750,5.3E-27,2.2E-19,290.4,30%,1,0.0011,4052.53,18.02
5737513,P06576,5.1E-27,2.1E-19,1258,20%,1,0.0011,5080.77,18.02
212273,P0C0S8,2.1E-25,8.5E-18,413.8,27%,1,0.0011,5541.22,5544.58
5789782,P84243,1.9E-25,7.9E-18,0.0198,16%,4,0.0011,15256.51,15265.82
306442,P0C0S8,1.9E-25,7.8E-18,80.38,17%,1,0.0011,12883.32,12891.1
414447,P68431,1.8E-25,7.5E-18,0.0185,15%,4,0.0011,15332.53,15342.03
5737414,O60814,3.4E-31,1.4E-23,433.9,76%,1,0.0011,1985.22,1986.39
211585,P05787-1,2.8E-25,1.1E-17,62.57,22%,1,0.0011,7023.47,18.02
522979,P0C0S8,2.7E-25,1.1E-17,37.68,17%,4,0.0011,13665.77,13674
5710048,P62736,2.7E-25,1.1E-17,442.3,14%,1,0.0011,10762.48,18.02
2477486,P68431,2.6E-25,1.1E-17,0.02731,14%,4,0.0011,15302.49,15312.01
424977,P68431,2.6E-25,1.1E-17,0.01251,14%,4,0.0011,15346.47,15355.98
640616,P68431,2.6E-25,1.1E-17,0.002435,14%,4,0.0011,15374.46,15384
640371,P0C0S8,2.5E-25,1E-17,1.761,21%,4,0.0011,7543.19,7547.71
494943,P68431,2.5E-25,1E-17,0.3502,15%,4,0.0011,15344.5,15354.05
29218,P08670,2.4E-25,1E-17,315.9,40%,1,0.0011,2990.49,18.02
5738147,P05787-1,2.4E-25,9.9E-18,245.1,15%,1,0.0011,8724.44,18.02
183854,P05787-2,3E-25,1.2E-17,798.8,19%,1,0.0011,6006.99,18.02
216726,P46783,3E-25,1.2E-17,191.8,35%,1,0.0011,3954.05,18.02
427158,P68431,3.5E-25,1.5E-17,0.2021,15%,4,0.0011,15229.4,15238.88
5736826,P17661,3.1E-25,1.3E-17,729.6,19%,1,0.0011,5228.68,18.02
17028,P68431,3.1E-25,1.3E-17,0.00002895,34%,4,0.0011,4103.27,4105.88
5737519,P62736,4.8E-25,2E-17,650.5,18%,1,0.0011,7136.72,18.02
5739063,P62805,4.6E-25,1.9E-17,76.32,28%,1,0.0011,4771.84,4774.66
5737419,P05787-2,4.2E-25,1.7E-17,858.7,20%,1,0.0011,5663.89,18.02
376549,P04406-1,4.1E-25,1.7E-17,717.9,22%,1,0.0011,8228.96,18.02
184491,Q16777,3.9E-25,1.6E-17,665.8,28%,1,0.0011,4464.55,4467.24
517261,P10412,1E-24,4.2E-17,149.1,63%,1,0.0011,2043.3,2044.56
5737418,Q01523,9.8E-25,4.1E-17,1.761,39%,4,0.0011,3584.66,18.02
5740082,Q93077,9.6E-25,4E-17,302.9,16%,1,0.0011,10986.22,10992.86
5740081,P0C0S8,9.6E-25,4E-17,272.7,15%,1,0.0011,10972.23,10978.87
5740080,Q93077,9.6E-25,4E-17,286.6,15%,1,0.0011,11000.23,11006.89
5737520,P61604,9.6E-25,4E-17,3.01,19%,4,0.0011,7906.35,18.02
5708974,P17661,9.1E-25,3.7E-17,261,46%,1,0.0011,2612.33,18.02
5759002,P17661,8.8E-25,3.6E-17,161.9,26%,1,0.0011,5267.65,18.02
2477681,P68431,6.9E-25,2.9E-17,0.01036,15%,4,0.0011,15318.47,15327.97
5738148,P58876,6.5E-25,2.7E-17,68.01,54%,1,0.0011,3088.82,3090.66
36211,P68104-1,6.1E-25,2.5E-17,452.7,28%,1,0.0011,3836.23,18.02
386849,P62805,0.00000017,2.6,21.6,6%,4,0.0012,11411.4,11418.34
2529863,P84243,0.00000017,2.6,0.00168,4%,4,0.0012,15383.54,15392.94
4971767,P00441,0.00000017,2.6,15.18,5%,4,0.0012,15864.83,15874.56
1642870,Q71DI3,0.00000018,2.8,0.02387,7%,4,0.0012,15443.54,15453.04
4901218,P84243,0.00000018,2.8,0.04896,7%,4,0.0012,15453.58,15463.02
12986,P62805,0.00000019,2.9,1.208,7%,4,0.0012,11355.37,11362.27
5737442,P63267-1,1.5E-24,6.2E-17,1265,24%,1,0.0012,4430.19,18.02
257001,P04908,1.5E-24,6E-17,0.4139,32%,4,0.0012,4127.38,4129.8
5496716,P04792,1.4E-24,5.9E-17,1.761,16%,4,0.0012,14260.14,18.02
5737522,Q99879,1.2E-24,5.1E-17,434.1,41%,1,0.0012,3269.98,3271.94
27673,P61353,1.2E-24,5.1E-17,277.9,30%,1,0.0012,6224.48,18.02
5737521,Q8IUE6,1.2E-24,5E-17,381.7,21%,1,0.0012,7886.34,7891.05
325854,P00441,1.2E-24,4.8E-17,1.751,16%,4,0.0012,15868.75,18.02
260337,P05787-1,1.1E-24,4.6E-17,176.4,41%,1,0.0012,4329.26,18.02
5740443,P62805,1.6E-24,6.5E-17,0.2348,13%,4,0.0013,11023.26,11029.95
5395258,P62805,3.1E-24,1.3E-16,313.5,25%,1,0.0013,5256.16,5259.25
5741984,P68431,3E-24,1.2E-16,0.001966,15%,4,0.0013,15360.48,15370.02
5184870,P06733-1,2.9E-24,1.2E-16,26.16,18%,4,0.0013,8624.6,18.02
340366,P16152-1,2.3E-24,9.6E-17,343.5,16%,1,0.0013,10979.85,18.02
5757228,P12109,2.2E-24,9.3E-17,395.8,28%,1,0.0013,4861.6,18.02
5738661,Q01523,2.2E-24,9.3E-17,23.09,19%,4,0.0013,8102.82,18.02
5316367,P07737,2.2E-24,9.2E-17,1.761,11%,4,0.0013,14987.4,18.02
5074502,P84243,2.1E-24,8.8E-17,0.01314,14%,4,0.0013,15284.5,15293.84
5737523,P62736,2.1E-24,8.7E-17,0.463,39%,4,0.0013,3685.86,18.02
5737427,P04406-1,2E-24,8.3E-17,925.1,18%,1,0.0013,7333.48,18.02
211999,P20671,3.6E-24,1.5E-16,209.9,19%,1,0.0013,11899.72,11906.93
5736828,Q5TGZ0-1,3.5E-24,1.5E-16,740.3,26%,1,0.0013,4587.14,18.02
5757902,P04908,3.5E-24,1.4E-16,309.4,23%,1,0.0013,7392.23,7396.66
5741400,P84243,3.4E-24,1.4E-16,0.007088,14%,4,0.0013,15256.55,15265.86
5737447,Q01523,5.2E-24,2.2E-16,3.008,16%,4,0.0013,7360.46,18.02
165827,P39019,5E-24,2.1E-16,330.7,25%,1,0.0013,7189.83,18.02
5518734,P68871,3.8E-24,1.6E-16,2.922,16%,4,0.0013,15884.18,18.02
1280145,Q71DI3,5.5E-24,2.3E-16,0.01051,13%,4,0.0013,15258.52,15267.95
55986,P05787-1,7E-24,2.9E-16,373.3,23%,1,0.0013,5839.99,18.02
60605,P60709,6.8E-24,2.8E-16,897.5,28%,1,0.0013,4605.28,18.02
4971733,P00441,1E-23,4.2E-16,1.232,15%,4,0.0013,15818.76,18.02
433687,P60709,9.5E-24,3.9E-16,350,15%,1,0.0013,9120.65,18.02
5737406,Q6DN03,9E-26,3.7E-18,359.3,73%,1,0.0013,1869.17,1870.28
5738150,P63267-1,8.7E-24,3.6E-16,400.9,16%,1,0.0013,9086.65,18.02
5742503,P68431,7.9E-24,3.3E-16,0.009232,14%,4,0.0013,15332.49,15341.99
287925,P0C0S8,7.8E-24,3.2E-16,238.2,17%,1,0.0013,13651.75,13659.97
15996,P68871,7.7E-24,3.2E-16,318.8,12%,1,0.0013,15858.21,18.02
5738149,P08727,7.4E-24,3.1E-16,1.761,17%,4,0.0013,6709.24,18.02
5741067,Q93077,1.1E-23,4.4E-16,242.1,18%,1,0.0013,10764.11,10770.61
5736827,P62736,1.1E-23,4.3E-16,17.85,42%,4,0.0013,3685.86,18.02
211996,Q6FI13,2.8E-23,1.1E-15,458.7,19%,1,0.0013,11901.68,11908.96
5359039,P00441,2.7E-23,1.1E-15,0.7878,15%,4,0.0013,15838.71,18.02
5708951,Q9UII2-1,1.1E-23,4.7E-16,316.3,35%,1,0.0013,3473.92,18.02
5736830,P08727,2.7E-23,1.1E-15,3.01,17%,4,0.0013,5425.66,18.02
5708970,P17661,2.6E-23,1.1E-15,960.5,26%,1,0.0013,3482.76,18.02
5738641,P63267-1,2.5E-23,1E-15,301,14%,1,0.0013,11585.66,18.02
5741401,P84243,2.3E-23,9.7E-16,0.01328,14%,4,0.0013,15270.6,15279.94
414788,Q71DI3,2.3E-23,9.7E-16,0.006435,14%,4,0.0013,15286.52,15295.96
5738850,Q6DN03,2.3E-23,9.6E-16,106.6,41%,1,0.0013,3935.3,18.02
5737524,P10412,2.2E-23,9.1E-16,100.7,19%,1,0.0013,6016.84,6020.52
5692714,Q9UII2-1,2.1E-23,8.8E-16,180.1,48%,1,0.0013,3572.98,18.02
185201,P05783,2E-23,8.2E-16,728.2,21%,1,0.0013,4444.14,18.02
1280167,Q71DI3,1.9E-23,7.7E-16,0.04192,14%,4,0.0013,15286.48,15295.91
5742504,Q71DI3,1.6E-23,6.7E-16,0.001884,14%,4,0.0013,15258.52,15267.94
5736827,P60709,1.1E-23,4.3E-16,17.85,42%,4,0.0013,3685.86,18.02
5736829,P08727,1.5E-23,6.4E-16,836.5,16%,1,0.0013,6782.25,18.02
339933,P10412,1.5E-23,6.3E-16,0.6694,32%,4,0.0013,4284.76,4287.39
5757268,Q01523,1.5E-23,6E-16,2.964,34%,4,0.0013,4270.98,18.02
169548,P17661,1.4E-23,5.7E-16,1018,23%,1,0.0013,4059.05,18.02
4739188,P68431,1.2E-23,5E-16,0.1919,13%,4,0.0013,15288.48,15297.99
5053108,Q01995,0.00000022,3.4,27.38,3%,4,0.0013,22611.43,22625.92
4978814,P00167-1,0.00000023,3.4,30.63,6%,4,0.0014,15249.51,15259.01
1703151,P69905,3.7E-23,1.5E-15,3,11%,4,0.0014,15097.78,18.02
5382941,P61769,3.6E-23,1.5E-15,3.01,16%,4,0.0014,11722.78,18.02
216969,P0C0S8,3.5E-23,1.5E-15,310.6,22%,1,0.0014,9735.51,9741.4
4971759,P00441,3.5E-23,1.4E-15,3.01,14%,4,0.0014,15877.88,18.02
5736831,P10412,4.1E-23,1.7E-15,0,29%,4,0.0014,4412.85,4415.56
946781,P68431,4E-23,1.6E-15,0.007891,13%,4,0.0014,15304.49,15313.98
4918048,P00441,4.9E-23,2E-15,63.97,15%,1,0.0014,15835.87,18.02
4825237,Q71DI3,5.3E-23,2.2E-15,0.01929,15%,4,0.0014,15258.45,15267.86
2477737,P68431,9E-23,3.7E-15,0.004567,14%,4,0.0014,15346.47,15355.98
59914,P05787-1,8.9E-23,3.7E-15,272.2,27%,1,0.0014,5378.76,18.02
5757223,P04406-1,8.7E-23,3.6E-15,521.8,14%,1,0.0014,11268.61,18.02
5738151,P17661,8.2E-23,3.4E-15,533.1,10%,1,0.0014,10583.29,18.02
5737413,A0A2R8Y619,7.3E-23,3E-15,60.73,35%,1,0.0014,3767.09,18.02
2477794,P68431,7E-23,2.9E-15,0.0008231,16%,4,0.0014,15318.51,15328
2477669,P68431,7E-23,2.9E-15,0.004577,16%,4,0.0014,15332.45,15341.96
5757886,P08727,6.1E-23,2.5E-15,311.9,14%,1,0.0014,12082.15,18.02
19890,P23527,1.6E-22,6.8E-15,1.761,16%,4,0.0014,10455.54,10461.99
5536254,Q16777,1.6E-22,6.6E-15,0.04799,31%,4,0.0014,3934.26,3936.59
5742505,P68431,1.5E-22,6.3E-15,0.02748,16%,4,0.0014,15304.46,15313.95
5738094,P17661,1.4E-22,5.6E-15,520.2,11%,1,0.0014,8228.17,18.02
220718,P68431,1.4E-22,5.6E-15,0.002524,13%,4,0.0014,15332.45,15341.96
414747,Q71DI3,1.3E-22,5.2E-15,0.008338,16%,4,0.0014,15302.57,15312
5073954,Q71DI3,1.3E-22,5.2E-15,0.007844,16%,4,0.0014,15316.55,15325.97
473288,P68871,1.2E-22,5.1E-15,1.761,12%,4,0.0014,15918.11,18.02
5757903,P00167-1,1.2E-22,5.1E-15,514.4,23%,1,0.0014,5463.75,18.02
5738096,P35900,1.2E-22,5E-15,237.1,22%,1,0.0014,6058.99,18.02
35233,P60903,1.2E-22,4.9E-15,243.1,17%,1,0.0014,10936.38,18.02
473478,P39019,1.2E-22,4.8E-15,300.3,19%,1,0.0014,8747.67,18.02
5737411,P62899-1,1.1E-22,4.6E-15,351.9,43%,1,0.0014,3309.87,18.02
5789768,P84243,1.1E-22,4.4E-15,0.08899,16%,4,0.0014,15228.55,15237.86
224933,P23527,1E-22,4.3E-15,0.5115,18%,4,0.0014,9079.86,9085.46
415021,Q71DI3,1E-22,4.3E-15,0.106,13%,4,0.0014,15314.51,15323.97
300246,O00479,1E-22,4.3E-15,325.4,42%,1,0.0014,2763.56,18.02
5074127,P84243,1E-22,4.3E-15,0.01019,13%,4,0.0014,15298.52,15307.87
5789767,Q71DI3,1E-22,4.3E-15,0.006865,13%,4,0.0014,15272.5,15281.92
2477571,P68431,2.2E-22,9E-15,0.07857,14%,4,0.0014,15316.47,15326
5737451,Q9Y3U8,1.9E-22,7.8E-15,414.9,23%,1,0.0014,5073.03,18.02
5073818,Q71DI3,3E-22,1.2E-14,0.02878,12%,4,0.0014,15286.48,15295.91
5738642,P07148,3E-22,1.2E-14,414.5,25%,1,0.0014,5489.07,18.02
19908,P0C0S8,3E-22,1.2E-14,243.2,15%,1,0.0014,12869.3,12877.07
5737526,P17661,2.7E-22,1.1E-14,590.4,12%,1,0.0014,7900.03,18.02
4965367,P07148,2.5E-22,1E-14,1.736,12%,4,0.0014,14111.26,18.02
641654,Q71DI3,2.3E-22,9.7E-15,0.8647,14%,4,0.0014,15342.47,15351.94
4906321,P06703,0.00000025,3.8,0.299,5%,4,0.0015,10152.24,10158.51
4970950,P62266,0.00000027,4.1,124.3,5%,1,0.0015,15674.7,15684.38
7671,P20671,0.00000026,4,55.49,6%,1,0.0015,14089.88,14098.31
199611,Q9UII2-1,4.6E-22,1.9E-14,267.3,17%,1,0.0015,7882.12,18.02
226037,P10412,4.6E-22,1.9E-14,331.9,36%,1,0.0015,4505.54,4508.25
4976261,P07108-6,4.5E-22,1.8E-14,72.97,14%,1,0.0015,9948.02,18.02
5737459,P08727,4.3E-22,1.8E-14,3.01,21%,4,0.0015,4776.34,18.02
5737470,P35900,4.1E-22,1.7E-14,385.1,29%,1,0.0015,4026.02,18.02
5738152,A0A2R8Y619,3.9E-22,1.6E-14,67.7,32%,1,0.0015,3767.09,18.02
60498,P05783,3.6E-22,1.5E-14,902.9,21%,1,0.0015,3809.84,18.02
946642,Q71DI3,0.00000027,4.2,0.01305,5%,4,0.0015,15387.55,15397.01
272405,P07148,0.00000028,4.3,0.4139,4%,4,0.0016,14270.31,14279.19
5738852,P61278,5.1E-22,2.1E-14,716.8,27%,1,0.0016,3730.06,18.02
5573422,Q71DI3,8E-22,3.3E-14,0.1184,13%,4,0.0017,15230.42,15239.81
5738153,P08727,7.7E-22,3.2E-14,663.5,13%,1,0.0017,8024.88,18.02
946808,P68431,6.8E-22,2.8E-14,0.1113,14%,4,0.0017,15346.5,15356.03
2224,P26447,6.4E-22,2.6E-14,2.97,19%,4,0.0017,11631.7,18.02
169458,P69905,6.1E-22,2.5E-14,212.9,13%,1,0.0017,14960.78,18.02
5381697,P35754,5.6E-22,2.3E-14,35.96,15%,4,0.0017,11676.13,18.02
5736832,P10412,5.6E-22,2.3E-14,0,42%,4,0.0017,2444.54,2446.02
21713,P62857,1.1E-21,4.5E-14,252.8,18%,1,0.0017,7609.03,18.02
5652793,Q71DI3,5.3E-22,2.2E-14,0.01365,14%,4,0.0017,15314.51,15323.96
5740445,P20671,1.1E-21,4.4E-14,104.4,14%,1,0.0017,13652.74,13660.96
1638336,P68431,5.3E-22,2.2E-14,0.03147,13%,4,0.0017,15260.45,15269.94
479208,P60709,1E-21,4.2E-14,348.6,23%,1,0.0017,6167.18,18.02
5756598,Q01995,1.8E-21,7.3E-14,153.5,37%,1,0.0017,5209.64,18.02
528338,P62805,1E-21,4.1E-14,10.45,14%,4,0.0017,10981.25,10987.92
3771106,P05114,1.7E-21,7.2E-14,224.2,29%,1,0.0017,3882.24,18.02
224642,P68871,9.9E-22,4.1E-14,3.01,12%,4,0.0017,15838.15,18.02
17556,P68431,1.6E-21,6.7E-14,0.00005715,50%,4,0.0017,3114.79,3116.79
5789783,P84243,1.6E-21,6.6E-14,0.4843,14%,4,0.0017,15254.51,15263.86
5739242,P62750,1.5E-21,6.3E-14,516.6,18%,1,0.0017,4321.72,18.02
169436,P05787-1,9.2E-22,3.8E-14,604,24%,1,0.0017,4028.9,18.02
5739649,P62805,1.4E-21,5.9E-14,343.7,31%,1,0.0017,3890.36,3892.66
398359,P42766,8.2E-22,3.4E-14,755,11%,1,0.0017,10150.07,18.02
5742507,P68431,1.3E-21,5.3E-14,0.02078,16%,4,0.0017,15332.53,15342.05
5742506,Q71DI3,1.3E-21,5.3E-14,0.101,16%,4,0.0017,15316.51,15325.95
5738140,Q16777,1.3E-38,5.3E-31,403.7,29%,1,0.0017,8289.54,8294.55
5736834,P08727,2.3E-21,9.4E-14,1.761,15%,4,0.0017,6638.2,18.02
5316372,P07737,1.1E-21,4.8E-14,45.08,12%,1,0.0017,15002.41,18.02
5757904,P00338-1,1.1E-21,4.6E-14,0.9691,15%,4,0.0017,7937.18,18.02
5757225,Q01523,2.1E-21,8.7E-14,13.56,32%,4,0.0017,4270.98,18.02
5132693,P68431,1.1E-21,4.6E-14,0.01442,14%,4,0.0017,15229.48,15238.97
5737527,P63267-1,2.1E-21,8.5E-14,718.9,24%,1,0.0017,3946.89,18.02
5574456,P68431,1.1E-21,4.6E-14,0.0566,13%,4,0.0017,15243.46,15252.96
5741403,Q8WU39-1,2E-21,8.4E-14,1.761,8%,4,0.0017,18424.86,18.02
5737415,P62805,1.8E-21,7.6E-14,301.5,41%,1,0.0017,3550.14,3552.24
5650283,A0A2R8Y619,2.4E-21,9.8E-14,229.8,34%,1,0.0017,3524.96,18.02
4938807,P05787-2,2.4E-21,9.7E-14,269.8,20%,1,0.0017,9608.81,18.02
414514,P68431,2.8E-21,1.2E-13,0.03336,15%,4,0.0017,15304.46,15313.95
2477810,P68431,2.8E-21,1.2E-13,0.01086,15%,4,0.0017,15274.46,15283.95
300243,P68431,2.8E-21,1.2E-13,0.008765,45%,4,0.0017,2482.46,2483.9
5757269,P08263,2.7E-21,1.1E-13,187.9,25%,1,0.0017,7091.89,18.02
306449,Q16777,2.7E-21,1.1E-13,337.9,14%,1,0.0017,12766.19,12773.96
32701,P62805,2.7E-21,1.1E-13,0.03159,18%,4,0.0017,7581.19,7585.85
5737435,P17661,2.7E-21,1.1E-13,548.1,17%,1,0.0017,5024.48,18.02
5739062,P17661,2.6E-21,1.1E-13,418.7,11%,1,0.0017,9193.62,18.02
5359102,P62736,2.6E-21,1.1E-13,332.3,21%,1,0.0017,7149.71,18.02
225348,P23527,3.5E-21,1.5E-13,0,17%,4,0.0017,9705.17,9711.18
170457,Q99879,3.4E-21,1.4E-13,330.7,17%,1,0.0017,13794.55,13803
5760808,Q01523,3.4E-21,1.4E-13,0.2228,16%,4,0.0017,7358.44,18.02
29210,Q9Y3U8,3.1E-21,1.3E-13,345.1,24%,1,0.0017,4944.94,18.02
5736835,P62805,4.3E-21,1.8E-13,159.4,26%,1,0.0017,4729.83,4732.62
494787,P68431,4.1E-21,1.7E-13,0.08496,13%,4,0.0017,15304.46,15313.94
1638213,P68431,4E-21,1.7E-13,0.0105,14%,4,0.0017,15318.51,15328
5738093,P35900,4E-21,1.6E-13,572.5,23%,1,0.0017,4887.42,18.02
5768602,P84243,0.00000034,5.1,0.34,7%,4,0.0018,15257.5,15266.82
3581,P56134-1,0.00000034,5.1,3.01,7%,4,0.0018,10821.67,10828.71
224607,P68871,5.3E-21,2.2E-13,228.7,13%,1,0.0018,15875.21,18.02
414721,Q71DI3,4.7E-21,1.9E-13,0.008197,15%,4,0.0018,15302.5,15311.92
5736836,P16152-1,4.5E-21,1.9E-13,363.7,17%,1,0.0018,5072.77,18.02
35891,P62861,6.1E-21,2.5E-13,218.9,32%,1,0.0018,4332.55,18.02
19891,O60814,6.1E-21,2.5E-13,169.5,18%,1,0.0018,10581.63,10588.15
5737528,Q6DN03,5.9E-21,2.4E-13,0.5799,33%,4,0.0018,3984.32,18.02
186196,P61604,5.8E-21,2.4E-13,20.15,17%,4,0.0018,10833.81,18.02
534691,P68431,5.8E-21,2.4E-13,0.0247,11%,4,0.0018,15346.47,15355.98
5359020,P00441,5.8E-21,2.4E-13,1.688,14%,4,0.0018,15818.76,18.02
242571,P25787,7.4E-21,3.1E-13,779.5,16%,1,0.0018,6198.3,18.02
5710058,Q15651-2,7.2E-21,3E-13,785.2,26%,1,0.0018,5406.98,18.02
5737531,P06733-1,6.5E-21,2.7E-13,3.01,21%,4,0.0018,4661.46,18.02
5737530,P68431,6.4E-21,2.7E-13,0.06003,30%,4,0.0018,4414.57,4417.2
5074692,P84243,6.3E-21,2.6E-13,0.05884,13%,4,0.0018,15368.56,15377.96
5738643,P0C0S8,1.2E-20,4.8E-13,227.7,22%,1,0.0018,10722.08,10728.57
5757905,P17661,1.2E-20,4.8E-13,119.1,23%,1,0.0018,7325.76,18.02
224959,P23527,1.1E-20,4.7E-13,0.5115,22%,4,0.0018,7461.94,7466.56
5132783,P68431,1.1E-20,4.6E-13,0.02788,13%,4,0.0018,15346.47,15355.98
5789769,P84243,1.1E-20,4.6E-13,0.02162,12%,4,0.0018,15228.51,15237.81
5741404,P84243,1.1E-20,4.6E-13,0.051,12%,4,0.0018,15284.54,15293.89
60262,P06454-1,1E-20,4.3E-13,666.2,29%,1,0.0018,3569.49,18.02
5737421,Q06141,9.8E-21,4.1E-13,137.7,39%,1,0.0018,2938.43,18.02
5739076,Q16777,9.7E-21,4E-13,492.3,21%,1,0.0018,5393.11,5396.37
5711417,P10412,9.3E-21,3.8E-13,197.4,26%,1,0.0018,3781.33,3783.61
164867,P23528,0.00000036,5.5,0.9689,5%,4,0.0018,18439.58,18451.28
5738873,Q9BTM1,1.7E-20,6.8E-13,0,15%,4,0.0018,5897.44,5901
5736838,P08727,1.6E-20,6.6E-13,1.761,14%,4,0.0018,6968.32,18.02
60599,P0C0S8,1.6E-20,6.6E-13,0.0934,20%,4,0.0018,6505.57,6509.49
224921,P23527,1.6E-20,6.5E-13,0.5115,15%,4,0.0018,8852.7,8858.15
5737416,P17661,1.5E-20,6.2E-13,1.761,18%,4,0.0018,6079.97,18.02
525079,P68871,1.5E-20,6.2E-13,252.1,21%,1,0.0018,7920.01,18.02
5737532,P17661,1.5E-20,6.2E-13,362.8,22%,1,0.0018,4807.45,18.02
5737428,O60814,1.4E-20,5.6E-13,187.1,53%,1,0.0018,2328.38,2329.73
55384,P08727,2.2E-20,9.1E-13,311,12%,1,0.0018,12697.46,18.02
5741406,Q8WU39-1,1.3E-20,5.4E-13,1.761,10%,4,0.0018,18423.85,18.02
5764076,Q71DI3,2.2E-20,9E-13,0.4262,13%,4,0.0018,15442.54,15452.07
5739243,Q93077,1.3E-20,5.2E-13,180.7,18%,1,0.0018,10750.09,10756.58
5742510,Q71DI3,1.9E-20,7.9E-13,0.01096,14%,4,0.0018,15272.46,15281.88
5132754,P68431,1.9E-20,7.9E-13,0.02575,14%,4,0.0018,15246.43,15255.91
5737428,Q6DN03,1.4E-20,5.6E-13,187.1,53%,1,0.0018,2328.38,2329.73
5409491,P60709,1.8E-20,7.3E-13,3.01,16%,4,0.0018,9957.8,18.02
340302,P16401,4.3E-20,1.8E-12,0.1931,35%,4,0.0019,3222.1,3224.08
212174,Q16777,4.1E-20,1.7E-12,0.6695,24%,4,0.0019,4632.6,4635.33
5741407,Q71DI3,3.8E-20,1.6E-12,0.04595,13%,4,0.0019,15202.42,15211.8
2477609,P68431,3.5E-20,1.5E-12,0.1834,15%,4,0.0019,15318.47,15327.97
5741068,Q01523,3.3E-20,1.4E-12,7.801,21%,4,0.0019,7357.43,18.02
184180,P60709,3.3E-20,1.4E-12,156.8,18%,1,0.0019,9940.82,18.02
311503,Q8IUE6,3.3E-20,1.4E-12,161.3,23%,1,0.0019,8014.43,8019.22
5736839,P05062,3.1E-20,1.3E-12,699.4,24%,1,0.0019,3543.6,18.02
5737455,P17661,3E-20,1.3E-12,477.3,20%,1,0.0019,4075.06,18.02
598875,P68431,2.9E-20,1.2E-12,0.5059,13%,4,0.0019,15344.43,15353.98
27557,P04908,2.9E-20,1.2E-12,0.2996,60%,4,0.0019,1800.07,1801.17
454924,P23527,2.9E-20,1.2E-12,175.5,16%,1,0.0019,10895.84,10902.54
414486,P68431,2.8E-20,1.2E-12,0.06031,12%,4,0.0019,15271.52,15281.06
